Latitude,Longitude,City,Area,Address,Rooms,Floor/Total floors,Material,Total area,Live area,Kitchen,Toilet type,Price,Link,Seller,Comment
59.843878,30.393905,Санкт-Петербург,Фрунзенский район,М. Бухарестская ул. 5 к. 2,3,5/13,К/М,91.3,55.0,12.5,2,11600,http://www.bn.ru/detail/flats/1137547.html,АН Панорама,89213565602 хор. сост ПП
59.844126,30.398073,Санкт-Петербург,Фрунзенский район,Загребский бул. 9,3,7/17,М/ПН,105.0,60.3,15.0,2,11800,http://www.bn.ru/detail/flats/1145616.html,Адвекс,Шаговая доступность до ме
59.833271,30.399591,Санкт-Петербург,Фрунзенский район,Будапештская ул. 87 к. 2,3,1/10,К,90.0,50.0,16.0,2,12000,http://www.bn.ru/detail/flats/1143191.html,Home estate,ПП ХС С/П Более 3 лет
59.86603,30.40093,Санкт-Петербург,Фрунзенский район,Пражская ул. 44,3,5/17,К,105.0,54.0,16.0,Р,12600,http://www.bn.ru/detail/flats/1175595.html,Акрополь СПб,9252824 ПП ОС более 3 лет
59.876152,30.372462,Санкт-Петербург,Фрунзенский район,Бухарестская ул. 23 к. 4,3,16/17,К/М,80.2,47.1,12.3,2,12875,http://www.bn.ru/detail/flats/1184215.html,Home estate,ПП Отл. сост. 940-56-69
59.864837,30.410218,Санкт-Петербург,Фрунзенский район,Славы пр. 52 к. 1,3,4/17,К,107.6,54.0,20.7,2,12890,http://www.bn.ru/detail/flats/1161815.html,АН Невский Альянс,9112268719 ПП 2с/у 2 Л
59.868898,30.37601,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 1 к. 1,3,5/25,К/М,77.2,47.0,12.0,С,15000,http://www.bn.ru/detail/flats/1183094.html,частное,"2 лодж, отл сост"
59.877538,30.38935,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 22 к. 5,4,2/5,ХР,49.1,38.0,5.3,С,3990,http://www.bn.ru/detail/flats/1126968.html,Итака,"1-25138 П/П, Д/Г, Б. 3 л"
59.877737,30.393078,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 26 к. 2,4,2/5,ПН,49.0,35.0,5.2,С,4150,http://www.bn.ru/detail/flats/1164955.html,АН Юго-Запад,"ПП, окна в сквер, мебель"
59.877231,30.399627,Санкт-Петербург,Фрунзенский район,Софийская ул. 20 к. 1,4,1/9,504,74.0,55.0,6.8,Р,5150,http://www.bn.ru/detail/flats/1159849.html,Динас,"89523578121 ПП, торг!"
59.875754,30.386377,Санкт-Петербург,Фрунзенский район,Пражская ул. 15,4,2/9,ПН,67.0,49.0,7.0,Р,5300,http://www.bn.ru/detail/flats/1184258.html,АН Панорама,956-7920 ВПП ХС Л 3г Метро
59.837815,30.389925,Санкт-Петербург,Фрунзенский район,Дунайский пр. 40 к. 1,4,1/9,504Д,78.4,55.0,10.0,Р,5350,http://www.bn.ru/detail/flats/1137850.html,Экотон,"ВП, З/Л, более 3 лет"
59.914024,30.350399,Санкт-Петербург,Фрунзенский район,Лиговский пр. 138,4,3/5,СФ,65.5,42.0,10.0,В/К,5400,http://www.bn.ru/detail/flats/1115400.html,АН Мой Город,"ПП, ХС, ок-двор"
59.87887,30.403355,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 27,4,6/9,504,74.3,56.0,6.8,Р,5450,http://www.bn.ru/detail/flats/1155590.html,Гор. служба недвиж.,ПП Б треб ремонта
59.872042,30.383646,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 7 к. 1,4,6/9,ПН,76.6,55.0,7.0,Р,5550,http://www.bn.ru/detail/flats/1152252.html,АЛЕКСАНДР,"8-921-3422467 4к кв, 6/9"
59.913325,30.345216,Санкт-Петербург,Фрунзенский район,Воронежская ул. 41,4,3/4,СФК,83.0,54.0,10.0,Р,5790,http://www.bn.ru/detail/flats/1002587.html,Смирнов и К,"983-22-93 ПП, ст/пак, 3 г"
59.877524,30.394911,Санкт-Петербург,Фрунзенский район,Белы Куна ул. 26 к. 1,4,4/9,137,76.3,55.0,7.0,Р,5800,http://www.bn.ru/detail/flats/1169115.html,частное,"Л, ВП, ХС"
59.866075,30.369057,Санкт-Петербург,Фрунзенский район,Будапештская ул. 15 к. 3,4,1/5,БР,89.9,67.0,5.4,Р,6000,http://www.bn.ru/detail/flats/1184257.html,частное,9436210
59.874815,30.370791,Санкт-Петербург,Фрунзенский район,Будапештская ул. 4,4,7/9,504,74.0,48.0,6.5,Р,6100,http://www.bn.ru/detail/flats/1137846.html,Невский Дом,"2хст., н/трубы, ХС"
59.864747,30.377367,Санкт-Петербург,Фрунзенский район,Турку ул. 9 к. 5,4,9/9,ПН,77.2,55.0,9.9,Р,6120,http://www.bn.ru/detail/flats/1137852.html,НЕВ-Альянс,"теплая, светлая, 3 года"
59.869047,30.400292,Санкт-Петербург,Фрунзенский район,Турку ул. 22,4,5/9,504,74.9,55.0,6.9,Р,6150,http://www.bn.ru/detail/flats/1155593.html,АЛЕКСАНДР,"981-24-45 ХС, ДГ, ПП"
59.834506,30.388218,Санкт-Петербург,Фрунзенский район,Купчинская ул. 19 к. 2,4,3/9,ПН,78.1,55.0,9.6,Р,6500,http://www.bn.ru/detail/flats/1159848.html,КОТЛИН недвижимость,89112133182 Ремонт З/Лодж
59.828803,30.405529,Санкт-Петербург,Фрунзенский район,Будапештская ул. 97 к. 2,4,4/10,ИНД,103.0,65.0,22.0,2,13990,http://www.bn.ru/detail/flats/1155591.html,частное,"парковка, закр двор. консье"
59.855548,30.379056,Санкт-Петербург,Фрунзенский район,Славы пр. 21,6,16/16,К,183.0,110.0,22.0,2,23990,http://www.bn.ru/detail/flats/1112077.html,ТРОИЦКИЙ ДОМ,"89119662708 ПП, Л, евро, лфт"
59.938554,30.350597,Санкт-Петербург,Центральный район,Некрасова ул. 1/38,1,2/4,СФ,13.0,8.0,0.0,С,1350,http://www.bn.ru/detail/flats/1049621.html,частное,"студия, звонить после 21"
59.939095,30.315868,Санкт-Петербург,Центральный район,Обводного кан. наб. 49,1,4/5,СФ,22.3,16.0,5.6,Б/В,2800,http://www.bn.ru/detail/flats/1176276.html,ФСЗП,"ПП, док. готовы"
59.912278,30.345,Санкт-Петербург,Центральный район,Воронежская ул. 53,1,4/5,К/М,17.0,18.0,5.0,С,2900,http://www.bn.ru/detail/flats/1175020.html,IRnB group,2008 г. п. Ремонт. Собствен
59.948456,30.339763,Санкт-Петербург,Центральный район,Кутузова наб. 28,1,2/4,СФ,27.3,18.0,5.0,Р,3800,http://www.bn.ru/detail/flats/1141927.html,Аттика,ПП 2-й двор
59.919423,30.358646,Санкт-Петербург,Центральный район,Черняховского ул. 43,1,3/5,СФК,34.0,14.0,10.0,Р,3999,http://www.bn.ru/detail/flats/1151574.html,ГЦН,934-52-51 ПП ХС ДГ срочно
59.924578,30.354388,Санкт-Петербург,Центральный район,Коломенская ул. 14,1,6/6,СФК,45.0,25.0,12.0,С,4200,http://www.bn.ru/detail/flats/1134766.html,МИР недвижимости,"отл. сост., ПП, срочно!"
59.916712,30.349905,Санкт-Петербург,Центральный район,Тюшина ул. 6,1,2/5,СФК,35.0,10.0,10.0, ,4400,http://www.bn.ru/detail/flats/1180050.html,частное,"отд-ная кв-ра, нов сети, ип"
59.916324,30.356822,Санкт-Петербург,Центральный район,Черняховского ул. 11,1,5/5,К,40.6,19.6,9.3,Р,4500,http://www.bn.ru/detail/flats/1178987.html,Итака,1-27053 срочно
59.918728,30.356697,Санкт-Петербург,Центральный район,Роменская ул. 3,1,3/4,СФ,35.9,0.0,12.6,Р,4500,http://www.bn.ru/detail/flats/1164206.html,ГЦН,934-52-51 ПП ОС ДГ 3г.
59.913839,30.343635,Санкт-Петербург,Центральный район,Боровая ул. 58,1,2/4,СФК,43.0,24.5,8.5,Р,4500,http://www.bn.ru/detail/flats/1168561.html,частное,ПП отл/рем ок/зел/двор
59.945238,30.344767,Санкт-Петербург,Центральный район,Моховая ул. 5,1,3/3,СФ,35.0,19.0,8.0,Р,4600,http://www.bn.ru/detail/flats/1168568.html,Итака,1-26192 ППтр. рем2окна
59.942584,30.345692,Санкт-Петербург,Центральный район,Пестеля ул. 19,1,2/5,СФ,43.0,20.0,10.0,Р,4650,http://www.bn.ru/detail/flats/1168570.html,АН Панорама,удобный престижный красив
59.936868,30.363973,Санкт-Петербург,Центральный район,Лиговский пр. 11,1,1/4,СФК,46.0,26.2,7.4,С,4750,http://www.bn.ru/detail/flats/1168566.html,ЛигА эстейт,ПП ХС ДокГ более 3лет
59.944999,30.356822,Санкт-Петербург,Центральный район,Фурштатская ул. 23,1,1/4,СФ,32.3,19.0,6.0,С,4800,http://www.bn.ru/detail/flats/592678.html,частное,"ПП, обмен, под офис"
59.918205,30.353103,Санкт-Петербург,Центральный район,Лиговский пр. 120,1,1/5,СФК,33.0,0.0,10.0,С,4800,http://www.bn.ru/detail/flats/1178985.html,АЛЕКСАНДР,Уникальное предложение.
59.920393,30.373387,Санкт-Петербург,Центральный район,Кременчугская ул.,1,8/11,К/М,42.0,27.9,0.0,Р,4985,http://www.bn.ru/detail/flats/1158647.html,ГК ПЛЮС, 
59.831227,30.078668,Санкт-Петербург,Центральный район,Пушкинская ул. 11,1,1/7,СФ,48.7,26.1,14.6,С,5000,http://www.bn.ru/detail/flats/1175026.html,ПрофиТ,"ПП, 2-х стор, вид сквер"
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,2/11,К/М,43.4,18.1,12.9,Р,5009,http://www.bn.ru/detail/flats/1172246.html,ЛенСпецСМУ,Рассрочка до дек. 2020г.
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,4/11,К/М,41.7,27.5,0.0,С,5027,http://www.bn.ru/detail/flats/1172248.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,9/11,К/М,40.2,13.8,13.9,Р,5052,http://www.bn.ru/detail/flats/1172252.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.920059,30.372929,Санкт-Петербург,Центральный район,Кременчугская ул. 21 к. 7,1,9/11,К/М,38.9,14.5,10.7,Р,5089,http://www.bn.ru/detail/flats/1172255.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,5/11,К/М,43.9,27.6,0.0,С,5100,http://www.bn.ru/detail/flats/1172242.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,5/11,К/М,41.6,27.5,0.0,С,5104,http://www.bn.ru/detail/flats/1172249.html,ЛенСпецСМУ,"дом сдан, ПП от застр."
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,5/10,К/М,33.4,21.3,0.0,С,5110,http://www.bn.ru/detail/flats/1183806.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,8/11,К/М,44.0,27.6,0.0,С,5170,http://www.bn.ru/detail/flats/1172244.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.92336,30.369039,Санкт-Петербург,Центральный район,Кременчугская ул. 9 к. 2,1,8/9,К/М,43.0,28.1,0.0,С,5212,http://www.bn.ru/detail/flats/1134784.html,ЛенСпецСМУ,Рассрочка до дек. 2020г.
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,3/11,К/М,43.6,22.1,9.9,Р,5218,http://www.bn.ru/detail/flats/1182675.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.93149,30.317153,Санкт-Петербург,Центральный район,Гороховая ул. 21,1,4/4,СФК,50.0,30.0,6.5,Р,5300,http://www.bn.ru/detail/flats/1175021.html,Итака,1-25949 пп
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,3/11,К/М,47.4,20.1,11.3,Р,5309,http://www.bn.ru/detail/flats/1183808.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,1/11,К/М,51.2,20.2,15.8,Р,5337,http://www.bn.ru/detail/flats/1175024.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,6/11,К/М,43.7,22.1,9.8,Р,5366,http://www.bn.ru/detail/flats/1172243.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.920059,30.372929,Санкт-Петербург,Центральный район,Кременчугская ул. 21 к. 7,1,9/11,К/М,45.9,24.7,10.0,Р,5396,http://www.bn.ru/detail/flats/1183809.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.927594,30.370665,Санкт-Петербург,Центральный район,Полтавская ул. 10,1,3/5,СФК,37.0,12.0,21.0,Р,5400,http://www.bn.ru/detail/flats/1183813.html,Экотон,"ПП, ОС, бол. 3-х л."
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,1/11,К/М,47.1,17.1,13.9,Р,5409,http://www.bn.ru/detail/flats/1175023.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,3/11,К/М,41.4,21.2,9.9,Р,5433,http://www.bn.ru/detail/flats/1172247.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.911543,30.349375,Санкт-Петербург,Центральный район,Лиговский пр. 166,1,2/6,СФК,53.5,17.1,19.1,С,5450,http://www.bn.ru/detail/flats/1183811.html,Петербургская Недв.,ХС стп охр парков/место
59.922824,30.345378,Санкт-Петербург,Центральный район,Достоевского ул. 25,1,3/5,СФК,39.6,22.8,7.3,Р,5450,http://www.bn.ru/detail/flats/1164202.html,Мажордом,89217953862 пп хс отлична
59.920645,30.371959,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 2,1,3/11,К/М,42.2,27.2,0.0,С,5517,http://www.bn.ru/detail/flats/1172235.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.92042,30.370063,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 3,1,3/11,К/М,40.8,20.4,9.9,Р,5605,http://www.bn.ru/detail/flats/1172240.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.922878,30.371222,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 1,1,7/10,К/М,43.1,28.1,0.0,С,5628,http://www.bn.ru/detail/flats/1119746.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.921913,30.369569,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 2,1,2/10,К/М,42.6,28.1,0.0,С,5640,http://www.bn.ru/detail/flats/1134775.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.919734,30.370306,Санкт-Петербург,Центральный район,Кременчугская ул. 19 к. 3,1,8/11,К/М,48.0,20.2,13.3,Р,5663,http://www.bn.ru/detail/flats/1172251.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.921913,30.369569,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 2,1,1/10,К/М,43.2,32.9,0.0,С,5680,http://www.bn.ru/detail/flats/1134774.html,ЛенСпецСМУ,Рассрочка до 2020г.
59.922666,30.369291,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 2,1,8/10,К/М,47.1,19.7,11.4,Р,5709,http://www.bn.ru/detail/flats/1111186.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.922878,30.371222,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 1,1,8/10,К/М,43.0,28.1,0.0,С,5712,http://www.bn.ru/detail/flats/1151567.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.920645,30.371959,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 2,1,8/11,К/М,48.7,13.2,15.4,Р,5722,http://www.bn.ru/detail/flats/1172236.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.920645,30.371959,Санкт-Петербург,Центральный район,Кременчугская ул. 17-­2,1,11/11,М,43.2,18.6,10.0,Р,5750,http://www.bn.ru/detail/flats/1178982.html,частное,"нов, б/о, ЖК Царская Стол"
59.920059,30.372929,Санкт-Петербург,Центральный район,Кременчугская ул. 21 к. 7,1,4/11,К/М,45.2,17.3,10.7,Р,5763,http://www.bn.ru/detail/flats/1172254.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,4/10,К/М,42.9,28.1,0.0,С,5836,http://www.bn.ru/detail/flats/1111187.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.92763,30.373585,Санкт-Петербург,Центральный район,Невский пр. 117,1,1/3,К,47.4,22.7,12.0,Р,5850,http://www.bn.ru/detail/flats/1134802.html,Итака,"1-12300 ПП, ХС 933 71 98"
59.921913,30.369569,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 2,1,1/10,К/М,44.2,18.4,14.3,Р,5891,http://www.bn.ru/detail/flats/1111193.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.922666,30.369291,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 2,1,8/10,К/М,46.4,32.6,0.0,С,5946,http://www.bn.ru/detail/flats/1134769.html,ЛенСпецСМУ,ПП от застр
59.928704,30.377951,Санкт-Петербург,Центральный район,Конная ул. / Перекупной пер.,1,4/5,СФК,46.7,23.0,12.7,Р,5950,http://www.bn.ru/detail/flats/1182671.html,частное,"ПП Б, зел. дв, h-3м, лифт"
59.921913,30.369569,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 2,1,2/10,К/М,44.7,22.8,9.7,Р,5958,http://www.bn.ru/detail/flats/1111195.html,ЛенСпецСМУ,Рассрочка до 2020г.
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,6/10,К/М,42.7,28.1,0.0,С,6003,http://www.bn.ru/detail/flats/1164203.html,ЛенСпецСМУ,Рассрочка до дек. 2020г.
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,3/10,К/М,44.4,22.8,9.7,Р,6040,http://www.bn.ru/detail/flats/1134771.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.922666,30.369291,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 2,1,9/10,К/М,46.4,32.6,0.0,С,6046,http://www.bn.ru/detail/flats/1182673.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,4/10,К/М,44.2,22.8,9.7,Р,6053,http://www.bn.ru/detail/flats/1134772.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.918503,30.352196,Санкт-Петербург,Центральный район,Лиговский пр. 123,1,5/9,К/М,44.1,19.2,9.1,С,6087,http://www.bn.ru/detail/flats/1148139.html,Аркон,www.ligovs
59.923369,30.3473,Санкт-Петербург,Центральный район,Достоевского ул. 32,1,4/5,СФК,40.0,18.5,8.0,Р,6090,http://www.bn.ru/detail/flats/1041228.html,4ROOMS,Устали искать квартиру в
59.922201,30.371456,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 1,1,9/10,К/М,41.0,18.4,9.7,Р,6120,http://www.bn.ru/detail/flats/1111191.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.922666,30.369291,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 2,1,8/10,К/М,51.2,20.6,11.2,Р,6206,http://www.bn.ru/detail/flats/1161076.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.920645,30.371959,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 2,1,3/11,К/М,51.8,17.9,14.9,Р,6269,http://www.bn.ru/detail/flats/1183807.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.929885,30.38803,Санкт-Петербург,Центральный район,Синопская наб. 28,1,2/3,СФ,61.0,30.0,21.0,С,6300,http://www.bn.ru/detail/flats/1176277.html,РУСКОЛ,т. 9419020 ПП
59.922666,30.369291,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 2,1,9/10,К/М,51.1,20.6,11.2,Р,6305,http://www.bn.ru/detail/flats/1183805.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.922878,30.371222,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 1,1,6/10,К/М,51.7,20.6,11.2,Р,6403,http://www.bn.ru/detail/flats/1182672.html,ЛенСпецСМУ,"рассрочка, ПП от застр."
59.922878,30.371222,Санкт-Петербург,Центральный район,Кременчугская ул. 11 к. 1,1,8/10,К/М,50.7,20.6,11.2,Р,6735,http://www.bn.ru/detail/flats/1111180.html,ЛенСпецСМУ,"ПП от застр, комфорт"
59.924285,30.344435,Санкт-Петербург,Центральный район,Правды ул. 4,1,Б/5,СФК,52.7,34.0,9.0,Р,6800,http://www.bn.ru/detail/flats/1151571.html,частное,"ПП, вх/ок/ул H=3, 25м"
59.946,30.345818,Санкт-Петербург,Центральный район,Моховая ул. 4,1,3/5,СФК,58.2,19.3,15.4,Р,6800,http://www.bn.ru/detail/flats/1105347.html,частное,ПП
59.920645,30.371959,Санкт-Петербург,Центральный район,Кременчугская ул. 17 к. 2,1,9/11,К/М,51.0,19.6,16.2,Р,6803,http://www.bn.ru/detail/flats/1172237.html,ЛенСпецСМУ,"дом сдан, комфорт"
59.918503,30.352196,Санкт-Петербург,Центральный район,Лиговский пр. 123,1,4/9,К/М,50.9,19.7,12.2,С,6913,http://www.bn.ru/detail/flats/1172258.html,Аркон,Ligovsky123a.ru
59.934308,30.341416,Санкт-Петербург,Центральный район,Караванная ул. 24,1,4/4,СФК,36.0,18.0,0.0,С,7420,http://www.bn.ru/detail/flats/1176275.html,ЛигА эстейт,П. П. Д. Г. 8-962-685-25-41
59.945572,30.34827,Санкт-Петербург,Центральный район,Литейный пр. 9,1,2/5,СФК,62.0,29.0,13.0,С,7900,http://www.bn.ru/detail/flats/1183812.html,АН Панорама,шикарная просторная и ком
59.918503,30.352196,Санкт-Петербург,Центральный район,Лиговский пр. 123,1,8/8,К/М,44.0,19.0,8.6,С,8040,http://www.bn.ru/detail/flats/1183810.html,Владелец,б/отд есть ещё вар-ты
59.921913,30.369569,Санкт-Петербург,Центральный район,Кременчугская ул. 13 к. 2,1,5/9,М,50.0,20.3,11.0,Р,8950,http://www.bn.ru/detail/flats/1175022.html,частное, 
59.923649,30.371797,Санкт-Петербург,Центральный район,Кременчугская ул. 9 к. 1,1,2/8,К/М,60.0,21.0,16.0,Р,9450,http://www.bn.ru/detail/flats/1175025.html,Итака,"1-26871 элитн, центр СПб"
59.939555,30.32433,Санкт-Петербург,Центральный район,Б. Конюшенная ул. 2,1,4/4,СФ,47.0,23.0,17.0,С,9500,http://www.bn.ru/detail/flats/1158639.html,Мегастрой,"Прямая продажа, отличное"
59.932302,30.349088,Санкт-Петербург,Центральный район,Невский пр. 51,1,2/5,СФК,63.0,25.0,21.0,С,12600,http://www.bn.ru/detail/flats/1168569.html,Агентство Митра,"ПП, б. 3 лет, свободна"
59.92865,30.325121,Санкт-Петербург,Центральный район,Апраксин пер. 3,2,1/6,СФК,46.0,33.3,7.2,В/К,3800,http://www.bn.ru/detail/flats/1172531.html,Октава,89043304209 ПП
59.912734,30.349582,Санкт-Петербург,Центральный район,Лиговский пр. 154,2,5/5,СФ,44.0,26.9,10.3,В/К,3950,http://www.bn.ru/detail/flats/643200.html,Петербургская Недв.,ПП ХС ок-дв вх-дв
59.939095,30.315868,Санкт-Петербург,Центральный район,Обводного кан. наб. 51,2,4/5,СФ,36.0,26.0,5.0,Р,3960,http://www.bn.ru/detail/flats/1153211.html,Итака,1-26019 пп
59.919888,30.358224,Санкт-Петербург,Центральный район,Черняховского ул. 34,2,3/5,СФ,43.5,26.5,7.5,Б/В,4100,http://www.bn.ru/detail/flats/1182931.html,частное,пп 3г 2_х ст душ-место
59.915846,30.360856,Санкт-Петербург,Центральный район,Днепропетровская ул. 45,2,5/5,К,44.0,33.1,6.0, ,4400,http://www.bn.ru/detail/flats/1082466.html,РЦН,"хор сост, СП, пп"
59.93438,30.367791,Санкт-Петербург,Центральный район,4 Советская ул. 8,2,2/6,СФК,38.0,24.5,6.0,С,4500,http://www.bn.ru/detail/flats/866113.html,Экотон,"отл. план, окн-евродвор"
59.946311,30.354711,Санкт-Петербург,Центральный район,Чайковского ул. 41,2,1/4,СФК,37.6,18.3,8.8,Р,4700,http://www.bn.ru/detail/flats/1180320.html,Невский простор,89500490622 ПП
59.916712,30.349905,Санкт-Петербург,Центральный район,Тюшина ул. 6,2,3/5,К,40.0,12.0,24.0, ,4800,http://www.bn.ru/detail/flats/1153213.html,частное,"свободная план-вка, 5окон"
59.774833,30.129962,Санкт-Петербург,Центральный район,Социалистическая ул. 13,2,1/5,СФК,48.0,26.3,8.0,Р,4990,http://www.bn.ru/detail/flats/1161517.html,DOMINION,"2-х к кв, ХС, ДГ"
59.933686,30.376558,Санкт-Петербург,Центральный район,6 Советская ул. 34,2,1/4,СФК,47.5,33.2,6.1,Р,5150,http://www.bn.ru/detail/flats/1072368.html,Адвекс,Кв-ра с отдельным входом
59.936607,30.381373,Санкт-Петербург,Центральный район,10 Советская ул. 12,2,3/5,СФ,48.0,28.0,10.0,Р,5200,http://www.bn.ru/detail/flats/981607.html,Смирнов и К,"ПП, фасад, ХС, д/гот"
59.935088,30.366533,Санкт-Петербург,Центральный район,Греческий пр. 11,2,3/4,СФ,52.0,30.0,16.0,С,5250,http://www.bn.ru/detail/flats/1168866.html,Невские Отели,ПП 9942375 у БКЗ
59.945617,30.34474,Санкт-Петербург,Центральный район,Моховая ул. 3,2,2/6,СФ,65.0,38.5,11.4,В/К,5350,http://www.bn.ru/detail/flats/1148627.html,М16 - Недвижимость,"ПП, ОВД, душ/кух. В конта"
59.941479,30.342252,Санкт-Петербург,Центральный район,Пестеля ул. 11,2,1/6,СФ,46.2,23.6,10.0,Р,5400,http://www.bn.ru/detail/flats/1175377.html,Петербургская Недв.,"ВП центр Летний сад, 3лет"
59.922639,30.351037,Санкт-Петербург,Центральный район,Разъезжая ул. 36,2,1/5,СФК,45.1,30.0,10.0,С,5500,http://www.bn.ru/detail/flats/1164571.html,Итака,"1-26020 пп, хор. сост"
59.941313,30.376531,Санкт-Петербург,Центральный район,Таврическая ул. 2,2,4/5,К,44.1,30.4,5.2,Р,5599,http://www.bn.ru/detail/flats/1172552.html,МИТР,"ПП, Б, в закр. зел. дворе, д/с"
59.930733,30.364871,Санкт-Петербург,Центральный район,Невский пр. 124,2,3/4,СФ,39.1,27.0,6.0,С,5600,http://www.bn.ru/detail/flats/1155293.html,Невские Отели,ППВидовая/ Невском у метр
59.945617,30.34474,Санкт-Петербург,Центральный район,Моховая ул. 3,2,1/5,СФ,57.5,25.2,8.0,С,5700,http://www.bn.ru/detail/flats/1159276.html,АН Панорама,8-911-256-
59.922815,30.354891,Санкт-Петербург,Центральный район,Лиговский пр. 97,2,2/4,СФК,53.7,36.2,7.1,Р,5800,http://www.bn.ru/detail/flats/1142656.html,Итака,1-25455 ВП
59.926323,30.32557,Санкт-Петербург,Центральный район,Гороховая ул. 48,2,2/5,СФК,53.0,26.0,10.0,Р,5800,http://www.bn.ru/detail/flats/1184043.html,частное,"окна зел. двор, ДГ, Срочно"
59.947762,30.342315,Санкт-Петербург,Центральный район,Гагаринская ул. 6,2,4/5,СФ,70.0,34.0,8.0,Р,5800,http://www.bn.ru/detail/flats/1002061.html,Петербург. Риэлтор,"ПП, треб. рем, камин, торг"
