,word,spam
69305,site.2,0
69306,http.2,0
69307,www.2,0
69308,benjamin.7,0
69309,com.4,0
69310,further.2,0
69311,information.2,0
69312,vium.2,0
69313,email.2,0
69314,service.2,0
69315,benjamin.8,0
69316,com.5,0
69317,book.3,0
69318,contribute,0
69319,balance,0
69320,view,0
69321,most,0
69322,dramatic,0
69323,result,0
69324,language.12,0
69325,contact.5,0
69326,present,0
69327,linguistic.2,0
69328,historical,0
69329,sketch,0
69330,lesserknown,0
69331,contact.6,0
69332,language.13,0
69333,twelve,0
69334,case.1,0
69335,study.1,0
69336,offer,0
69337,eloquent,0
69338,testimony,0
69339,against,0
69340,still,0
69341,common,0
69342,view.1,0
69343,contact.7,0
69344,language.14,0
69345,pidgin.12,0
69346,creole.22,0
69347,maximally,0
69348,simple,0
69349,essentially,0
69350,identical,0
69351,grammar.2,0
69352,show.1,0
69353,contact.8,0
69354,language.15,0
69355,neither,0
69356,pidgin.13,0
69357,nor,0
69358,creole.23,0
69359,even,0
69360,pidgin.14,0
69361,creole.24,0
69362,display,0
69363,considerable,0
69364,structural.1,0
69365,diversity,0
69366,structural.2,0
69367,complexity,0
69368,show.2,0
69369,twolanguage,0
69370,contact.9,0
69371,situation.1,0
69372,rise,0
69373,pidgin.15,0
69374,especially,0
69375,access,0
69376,target,0
69377,language.16,0
69378,withhold,0
69379,speaker,0
69380,chapter,0
69381,arrange,0
69382,accord,0
69383,language.17,0
69384,type,0
69385,three.2,0
69386,focus,0
69387,pidgin.16,0
69388,hirus,0
69389,motu,0
69390,tom,0
69391,dutton,0
69392,pidgin.17,0
69393,delaware,0
69394,ive,0
69395,goddard,0
69396,ndyuka.1,0
69397,trio,0
69398,pidgin.18,0
69399,george.1,0
69400,l.2,0
69401,huttar.2,0
69402,frank,0
69403,j.2,0
69404,velantie,0
69405,two.2,0
69406,creole.25,0
69407,kituba,0
69408,salikoko.1,0
69409,s.3,0
69410,mufwene.1,0
69411,sango,0
69412,helma,0
69413,pasch,0
69414,one.2,0
69415,set,0
69416,pidgin.19,0
69417,creole.26,0
69418,arabic,0
69419,base.2,0
69420,contact.10,0
69421,language.18,0
69422,jonathan,0
69423,owen,0
69424,one.3,0
69425,question,0
69426,early,0
69427,pidginization.2,0
69428,creolization.5,0
69429,swahilus.1,0
69430,derek,0
69431,nurse,0
69432,five.2,0
69433,bilingual,0
69434,mix,0
69435,language.19,0
69436,michif,0
69437,peter,0
69438,bakker,0
69439,robert,0
69440,papen,0
69441,medium,0
69442,lengua,0
69443,callahuaya,0
69444,both,0
69445,pieter,0
69446,muysken,0
69447,mednyj,0
69448,aleut,0
69449,ma,0
69450,both.1,0
69451,sarah.2,0
69452,thomason.3,0
69453,author.1,0
69454,collective,0
69455,goal,0
69456,help,0
69457,offset,0
69458,traditional,0
69459,emphasis,0
69460,within,0
69461,contactlanguage,0
69462,study.2,0
69463,pidgin.20,0
69464,creole.27,0
69465,arise,0
69466,immediate,0
69467,result.1,0
69468,contact.11,0
69469,european,0
69470,start,0
69471,age,0
69472,exploration,0
69473,accumulation,0
69474,case.2,0
69475,study.3,0
69476,wide,0
69477,diversity.1,0
69478,language.20,0
69479,need,0
69480,create,0
69481,body,0
69482,knowledge,0
69483,substantial,0
69484,enough,0
69485,support,0
69486,robust,0
69487,generalization,0
69488,nature,0
69489,development.2,0
69490,type.1,0
69491,contact.12,0
69492,language.21,0
69493,creole.28,0
69494,dialect,0
69495,continua,0
69496,standard,0
69497,acquisition,0
69498,processes,0
69499,belize,0
69500,china,0
69501,prc,0
69502,genevieve,0
69503,escure,0
69504,x.1,0
69505,pp.3,0
69506,creole.29,0
69507,language.22,0
69508,library.3,0
69509,us.4,0
69510,canada.3,0
69511,cloth.6,0
69512,price.6,0
69513,rest.3,0
69514,world.3,0
69515,cloth.7,0
69516,price.7,0
69517,hfl.3,0
69518,john.4,0
69519,benjamin.9,0
69520,publish.3,0
69521,web.3,0
69522,site.3,0
69523,http.3,0
69524,www.3,0
69525,benjamin.10,0
69526,com.6,0
69527,further.3,0
69528,information.3,0
69529,vium.3,0
69530,email.3,0
69531,service.3,0
69532,benjamin.11,0
69533,com.7,0
69534,although,0
69535,substantial.1,0
69536,amount,0
69537,linguistic.3,0
69538,research.1,0
69539,standard.1,0
69540,language.23,0
69541,acquisition.1,0
69542,little,0
69543,attention,0
69544,mechanism,0
69545,underlie,0
69546,second.1,0
69547,dialect.1,0
69548,acquisition.2,0
69549,using,0
69550,combination,0
69551,functionbase,0
69552,grammar.3,0
69553,sociolinguistic,0
69554,methodology,0
69555,analyze,0
69556,topic,0
69557,mark.1,0
69558,strategy.1,0
69559,unguide,0
69560,acquisition.3,0
69561,standard.2,0
69562,speaker.1,0
69563,nonstandard,0
69564,variety.2,0
69565,examine.1,0
69566,two.3,0
69567,distinct,0
69568,linguistic.4,0
69569,geographical,0
69570,situation.2,0
69571,caribbean,0
69572,creole.30,0
69573,situation.3,0
69574,belize.1,0
69575,special,0
69576,attention.1,0
69577,acquisition.4,0
69578,acrolect,0
69579,native,0
69580,speaker.2,0
69581,basilect,0
69582,noncreole,0
69583,situation.4,0
69584,prc.1,0
69585,document,0
69586,acquisition.5,0
69587,standard.3,0
69588,chinese,0
69589,putonghua,0
69590,speaker.3,0
69591,nonstandard.1,0
69592,variety.3,0
69593,represent,0
69594,cultural.1,0
69595,revolution,0
69596,literature,0
69597,wuhan,0
69598,chinese.1,0
69599,suzhou,0
69600,wu,0
69601,storytel,0
69602,style,0
69603,both.2,0
69604,case.3,0
69605,psychosocial,0
69606,factor,0
69607,linguistic.5,0
69608,bias,0
69609,toward,0
69610,nonnative,0
69611,rendering,0
69612,standard.4,0
69613,variety.4,0
69614,social.1,0
69615,status.4,0
69616,speaker.4,0
69617,relate,0
69618,political,0
69619,educational,0
69620,consequence,0
69621,play,0
69622,important,0
69623,role,0
69624,development.3,0
69625,second.2,0
69626,dialect.2,0
69627,broadrange,0
69628,analysis.2,0
69629,single,0
69630,feature.1,0
69631,oral,0
69632,discourse,0
69633,lead.1,0
69634,formulation,0
69635,crosslinguistic,0
69636,generalization.1,0
69637,acquisition.6,0
69638,study.4,0
69639,result.2,0
69640,evaluation,0
69641,putative,0
69642,uniqueness,0
69643,creole.31,0
69644,language.24,0
69645,relate.1,0
69646,issue.1,0
69647,address,0
69648,include.1,0
69649,effect,0
69650,linguistic.6,0
69651,bias.1,0
69652,development.4,0
69653,language.25,0
69654,variety.5,0
69655,marginalize,0
69656,group.1,0
69657,interaction,0
69658,three.3,0
69659,major,0
69660,language.26,0
69661,component.1,0
69662,semantics,0
69663,syntax,0
69664,pragmatic,0
69665,spontaneous,0
69666,communication,0
69667,development.5,0
69668,method,0
69669,identify,0
69670,discourse.1,0
69671,unit,0
69672,ultimate,0
69673,goal.1,0
69674,underlie.1,0
69675,comparison.1,0
69676,specific,0
69677,discourse.2,0
69678,variable,0
69679,belizean,0
69680,chinese.2,0
69681,standard.5,0
69682,acquisition.7,0
69683,evaluate,0
69684,relative,0
69685,merit,0
69686,substratal,0
69687,superstratal,0
69688,universal,0
69689,explanation,0
69690,language.27,0
69691,development.6,0
69692,further.4,0
69693,information.4,0
69694,please,0
69695,email.4,0
69696,bernadette,0
69697,keck,0
69698,service.4,0
69699,benjamin.12,0
69700,com.8,0
69701,multilinguality,0
69702,workshop,0
69703,ecai,0
69704,second,0
69705,call,0
69706,papers,0
69707,ecai.1,0
69708,second.1,0
69709,multilinguality.1,0
69710,lexicon,0
69711,workshop.1,0
69712,august,0
69713,th,0
69714,workshop.2,0
69715,hold,0
69716,part,0
69717,th.1,0
69718,biennial,0
69719,european,0
69720,conference,0
69721,artificial,0
69722,intelligence,0
69723,ecai.2,0
69724,august.1,0
69725,rd,0
69726,th.2,0
69727,brighton,0
69728,uk,0
69729,organise,0
69730,committee,0
69731,lynne,0
69732,cahill,0
69733,university,0
69734,sussex,0
69735,susan,0
69736,armstrong,0
69737,issco,0
69738,pierette,0
69739,bouillon,0
69740,issco.1,0
69741,roger,0
69742,evan,0
69743,itri,0
69744,university.1,0
69745,brighton.1,0
69746,web,0
69747,site,0
69748,http,0
69749,www,0
69750,cog,0
69751,susx,0
69752,ac,0
69753,uk.1,0
69754,ecai.3,0
69755,tw,0
69756,html,0
69757,st,0
69758,multilinguality.2,0
69759,lexicon.1,0
69760,workshop.3,0
69761,place,0
69762,april,0
69763,part.1,0
69764,aisb,0
69765,workshop.4,0
69766,series,0
69767,sussex.1,0
69768,bring,0
69769,together,0
69770,researcher,0
69771,wide,0
69772,range,0
69773,experience,0
69774,multilingual,0
69775,lexicon.2,0
69776,development,0
69777,second.2,0
69778,mll,0
69779,workshop.5,0
69780,invite,0
69781,papers.1,0
69782,illustrate,0
69783,progress,0
69784,since,0
69785,first,0
69786,meet,0
69787,papers.2,0
69788,approach,0
69789,application,0
69790,before,0
69791,workshop.6,0
69792,provide,0
69793,opportunity,0
69794,work,0
69795,aspect,0
69796,multilingual.1,0
69797,lexicon.3,0
69798,both,0
69799,theoretical,0
69800,practical,0
69801,focus,0
69802,particular,0
69803,problem,0
69804,question,0
69805,associate,0
69806,multilingual.2,0
69807,lexical,0
69808,representation,0
69809,paper,0
69810,invite.1,0
69811,aspect.1,0
69812,multilinguality.3,0
69813,lexicon.4,0
69814,include,0
69815,limit,0
69816,pragmatic,0
69817,semantics,0
69818,syntax,0
69819,morphology,0
69820,phonology,0
69821,orthography,0
69822,machine,0
69823,translation,0
69824,generation,0
69825,understand,0
69826,bilingual,0
69827,multilingual.3,0
69828,issue,0
69829,relate,0
69830,unrelate,0
69831,language,0
69832,issue.1,0
69833,representation.1,0
69834,access,0
69835,workshop.7,0
69836,run,0
69837,one,0
69838,day,0
69839,part.2,0
69840,ecai.4,0
69841,brighton.2,0
69842,uk.2,0
69843,ensure,0
69844,workshop.8,0
69845,rather,0
69846,miniconference,0
69847,format,0
69848,present,0
69849,papers.3,0
69850,intersperse,0
69851,substantial,0
69852,discussion,0
69853,session,0
69854,order,0
69855,maximise,0
69856,participation,0
69857,attendee,0
69858,present.1,0
69859,papers.4,0
69860,perhap,0
69861,ask,0
69862,lead,0
69863,discussion.1,0
69864,session.1,0
69865,submission,0
69866,format.1,0
69867,extend,0
69868,abstract,0
69869,page,0
69870,invite.2,0
69871,submission.1,0
69872,either,0
69873,hard,0
69874,copy,0
69875,preferably,0
69876,electronic,0
69877,selfcontain,0
69878,latex,0
69879,postscript,0
69880,file,0
69881,submission.2,0
69882,include.1,0
69883,author,0
69884,name,0
69885,affiliation,0
69886,email,0
69887,full,0
69888,postal,0
69889,address,0
69890,send,0
69891,lynne.1,0
69892,cahill.1,0
69893,school,0
69894,cognitive,0
69895,compute,0
69896,science,0
69897,university.2,0
69898,sussex.2,0
69899,falmer,0
69900,brighton.3,0
69901,bn,0
69902,qh,0
69903,uk.3,0
69904,email.1,0
69905,lynne.2,0
69906,cahill.2,0
69907,cog.1,0
69908,susx.1,0
69909,ac.1,0
69910,uk.4,0
69911,important,0
69912,dates,0
69913,apr,0
69914,submission.3,0
69915,deadline,0
69916,notification,0
69917,acceptance,0
69918,jun,0
69919,deadline.1,0
69920,final,0
69921,papers.5,0
69922,aug,0
69923,workshop.9,0
69924,further,0
69925,information,0
69926,obtain,0
69927,further.1,0
69928,information.1,0
69929,ecai.5,0
69930,workshop.10,0
69931,please,0
69932,visit,0
69933,ecai.6,0
69934,web.1,0
69935,site.1,0
69936,http.1,0
69937,www.1,0
69938,cog.2,0
69939,susx.2,0
69940,ac.2,0
69941,uk.5,0
69942,ecai.7,0
69943,lrec,0
69944,workshop,0
69945,announcement,0
69946,adapting,0
69947,lexical,0
69948,corpus,0
69949,resources,0
69950,sublanguages,0
69951,applications,0
69952,workshop.1,0
69953,hold,0
69954,first,0
69955,international,0
69956,conference,0
69957,language,0
69958,resources.1,0
69959,evaluation,0
69960,granada,0
69961,spain,0
69962,workshop.2,0
69963,provide,0
69964,forum,0
69965,those,0
69966,researcher,0
69967,involve,0
69968,development,0
69969,method,0
69970,integrate,0
69971,corpus.1,0
69972,mrds,0
69973,aim,0
69974,add,0
69975,adaptive,0
69976,capability,0
69977,exist,0
69978,linguistic,0
69979,resource,0
69980,organiser,0
69981,roberto,0
69982,basilus,0
69983,university,0
69984,roma,0
69985,tor,0
69986,verga,0
69987,roberta,0
69988,catizone,0
69989,university.1,0
69990,sheffield,0
69991,maria,0
69992,teresa,0
69993,pazienza,0
69994,university.2,0
69995,roma.1,0
69996,tor.1,0
69997,verga.1,0
69998,paolum,0
69999,velardus,0
70000,university.3,0
70001,roma.2,0
70002,la,0
70003,sapienza,0
70004,yorick,0
70005,wilk,0
70006,university.4,0
70007,sheffield.1,0
70008,workshop.3,0
70009,scope,0
70010,aims,0
70011,lexicon,0
70012,those.1,0
70013,component,0
70014,nlp,0
70015,system,0
70016,contain,0
70017,computable,0
70018,information,0
70019,word,0
70020,cannot,0
70021,consider,0
70022,static,0
70023,object,0
70024,word.1,0
70025,behave,0
70026,differently,0
70027,different,0
70028,domain,0
70029,language.1,0
70030,phenomenon,0
70031,generalize,0
70032,across,0
70033,sublanguage,0
70034,lexicon.1,0
70035,snapshot,0
70036,stage,0
70037,development.1,0
70038,language.2,0
70039,normally,0
70040,provide.1,0
70041,without,0
70042,support,0
70043,adaptation,0
70044,change,0
70045,whether,0
70046,cause,0
70047,language.3,0
70048,creativity,0
70049,development.2,0
70050,shift,0
70051,previously,0
70052,unencounter,0
70053,domain.1,0
70054,divergence,0
70055,corpus.2,0
70056,usage,0
70057,lexical.1,0
70058,norm,0
70059,study,0
70060,computationally,0
70061,least,0
70062,since,0
70063,late,0
70064,sixty,0
70065,recently,0
70066,availability,0
70067,large,0
70068,online,0
70069,corpus.3,0
70070,possible,0
70071,establish,0
70072,method.1,0
70073,cope,0
70074,systematically,0
70075,problem,0
70076,emerge,0
70077,branch,0
70078,research,0
70079,involve.1,0
70080,study.1,0
70081,experiment,0
70082,corpusdriven,0
70083,linguistics,0
70084,aim.1,0
70085,complement,0
70086,extend,0
70087,earlier,0
70088,work,0
70089,lexicon.2,0
70090,acquisition,0
70091,base,0
70092,machine,0
70093,readable,0
70094,dictionary,0
70095,mrd,0
70096,datum,0
70097,extract,0
70098,text,0
70099,embodiment,0
70100,language.4,0
70101,capture,0
70102,lexical.2,0
70103,regularity,0
70104,code,0
70105,operational,0
70106,form,0
70107,purpose,0
70108,workshop.4,0
70109,provide.2,0
70110,update,0
70111,snapshot.1,0
70112,current,0
70113,work.1,0
70114,area,0
70115,promote,0
70116,discussion,0
70117,progress,0
70118,central,0
70119,topic,0
70120,though,0
70121,list,0
70122,exclusive,0
70123,corpusdriven.1,0
70124,tun,0
70125,mrds.1,0
70126,optimize,0
70127,domainspecific,0
70128,inference,0
70129,terminology,0
70130,jargon,0
70131,acquisition.1,0
70132,sense,0
70133,extension,0
70134,acquisition.2,0
70135,preference,0
70136,subcategorization,0
70137,information.1,0
70138,corpus.4,0
70139,taxonomy,0
70140,adaptation.1,0
70141,statistical,0
70142,weight,0
70143,senses,0
70144,etc,0
70145,domain.2,0
70146,mrds.2,0
70147,provide.3,0
70148,explanation,0
70149,linguistic.1,0
70150,phenomenon.1,0
70151,corpus.5,0
70152,scope.1,0
70153,lexical.3,0
70154,tun.1,0
70155,evaluation.1,0
70156,lexical.4,0
70157,tun.2,0
70158,separate,0
70159,task,0
70160,part,0
70161,generic,0
70162,task.1,0
70163,industrial,0
70164,panel,0
70165,automatic,0
70166,adaptation.2,0
70167,lexicon.3,0
70168,domain.3,0
70169,through,0
70170,application,0
70171,corpus.6,0
70172,nlp.1,0
70173,application.1,0
70174,adaptable,0
70175,portable,0
70176,program,0
70177,commettee,0
70178,organize,0
70179,join,0
70180,panel.1,0
70181,discuss,0
70182,issue,0
70183,concern,0
70184,next,0
70185,generation,0
70186,information.2,0
70187,extraction,0
70188,system.1,0
70189,panel.2,0
70190,intend,0
70191,bring,0
70192,industrial.1,0
70193,representative,0
70194,confront,0
70195,expectation,0
70196,ie,0
70197,viewpoint,0
70198,degree,0
70199,maturity,0
70200,offer,0
70201,follow,0
70202,issue.1,0
70203,discuss.1,0
70204,is,0
70205,market,0
70206,ie.1,0
70207,demand,0
70208,domain.4,0
70209,service,0
70210,citizen,0
70211,telecommunication,0
70212,management,0
70213,support.1,0
70214,etc.1,0
70215,technical,0
70216,requirement,0
70217,is.1,0
70218,technology,0
70219,near,0
70220,market.1,0
70221,program.1,0
70222,committee,0
70223,yorick.1,0
70224,wilk.1,0
70225,university.5,0
70226,sheffield.2,0
70227,roberta.1,0
70228,catizone.1,0
70229,university.6,0
70230,sheffield.3,0
70231,paolum.1,0
70232,velardus.1,0
70233,university.7,0
70234,roma.3,0
70235,la.1,0
70236,sapienza.1,0
70237,maria.1,0
70238,teresa.1,0
70239,pazienza.1,0
70240,university.8,0
70241,roma.4,0
70242,tor.2,0
70243,verga.2,0
70244,roberto.1,0
70245,basilus.1,0
70246,university.9,0
70247,roma.5,0
70248,tor.3,0
70249,verga.3,0
70250,brun,0
70251,boguraev,0
70252,brandei,0
70253,university.10,0
70254,sergeus,0
70255,nirenburg,0
70256,mexico,0
70257,state,0
70258,university.11,0
70259,jame,0
70260,pustejowsky,0
70261,brandei.1,0
70262,university.12,0
70263,ralph,0
70264,grishman,0
70265,york,0
70266,university.13,0
70267,christiane,0
70268,fellbaum,0
70269,princeton,0
70270,university.14,0
70271,paper,0
70272,submission,0
70273,formatting,0
70274,guidelines,0
70275,paper.1,0
70276,exceed,0
70277,word.2,0
70278,page,0
70279,hard,0
70280,copies,0
70281,three,0
70282,hard.1,0
70283,copy,0
70284,send,0
70285,paolum.2,0
70286,velardus.2,0
70287,dipartimento,0
70288,dus,0
70289,scienza,0
70290,dell,0
70291,informazione,0
70292,vium,0
70293,salarium,0
70294,roma.6,0
70295,italy,0
70296,electronic,0
70297,submission.1,0
70298,electronic.1,0
70299,submission.2,0
70300,allow,0
70301,poscript,0
70302,word.3,0
70303,per,0
70304,mac,0
70305,rtf,0
70306,ftp,0
70307,site,0
70308,available,0
70309,demand.1,0
70310,author,0
70311,send.1,0
70312,info,0
70313,email,0
70314,paolum.3,0
70315,velardus.3,0
70316,velardus.4,0
70317,dsus,0
70318,uniroma,0
70319,even,0
70320,important,0
70321,dates,0
70322,please,0
70323,note,0
70324,extended,0
70325,deadline,0
70326,paper.2,0
70327,submission.3,0
70328,deadline.1,0
70329,hard.2,0
70330,copy.1,0
70331,electronic.2,0
70332,march,0
70333,paper.3,0
70334,notification,0
70335,april,0
70336,camera,0
70337,ready,0
70338,paper.4,0
70339,due,0
70340,april.1,0
70341,lct,0
70342,workshop.5,0
70343,prof,0
70344,paolum.4,0
70345,velardus.5,0
70346,dipartimento.1,0
70347,dus.1,0
70348,scienza.1,0
70349,dell.1,0
70350,informazione.1,0
70351,vium.1,0
70352,salarium.1,0
70353,universita,0
70354,la.2,0
70355,sapienza.2,0
70356,roma.7,0
70357,ph,0
70358,fax,0
70359,metalangage,0
70360,et,0
70361,terminologie,0
70362,linguistique,0
70363,colloque,0
70364,internationa,0
70365,mercus,0
70366,de,0
70367,diffuser,0
70368,sur,0
70369,votre,0
70370,reseau,0
70371,appel,0
70372,participation,0
70373,colloque.1,0
70374,international,0
70375,metalangage.1,0
70376,et.1,0
70377,terminologie.1,0
70378,linguistique.1,0
70379,deuxieme,0
70380,circulaire,0
70381,deat,0
70382,jeudus,0
70383,vendredus,0
70384,samedus,0
70385,maus,0
70386,secteur,0
70387,disciplinaire,0
70388,science,0
70389,du,0
70390,langage,0
70391,lieu,0
70392,universite,0
70393,stendhal,0
70394,grenoble,0
70395,avenue,0
70396,centrale,0
70397,bp,0
70398,grenoble.1,0
70399,cedex,0
70400,entree,0
70401,sud,0
70402,amphitheatr,0
70403,salle,0
70404,f.1,0
70405,instance,0
70406,organisatrice,0
70407,centr,0
70408,de.1,0
70409,recherche,0
70410,histoire,0
70411,de.2,0
70412,la,0
70413,grammaire,0
70414,et.2,0
70415,de.3,0
70416,la.1,0
70417,rhetorique,0
70418,ufr,0
70419,de.4,0
70420,lettr,0
70421,classique,0
70422,et.3,0
70423,modern,0
70424,metagram,0
70425,metalangage.2,0
70426,grammatical,0
70427,ufr.1,0
70428,de.5,0
70429,science.1,0
70430,du.1,0
70431,langage.1,0
70432,adress,0
70433,personnelle,0
70434,de.6,0
70435,responsable,0
70436,bernard,0
70437,colombat,0
70438,colombat.1,0
70439,ugrenoble,0
70440,fr,0
70441,allee,0
70442,de.7,0
70443,la.2,0
70444,praly,0
70445,f.2,0
70446,meylan,0
70447,tel,0
70448,marie,0
70449,savelli,0
70450,domaine,0
70451,saint,0
70452,george,0
70453,f.3,0
70454,uriage,0
70455,tel.1,0
70456,frai,0
70457,inscription,0
70458,franc,0
70459,cheque,0
70460,libeller,0
70461,ordre,0
70462,de.8,0
70463,monsieur,0
70464,l.1,0
70465,agent,0
70466,comptable,0
70467,de.9,0
70468,l.2,0
70469,universite.1,0
70470,stendhal.1,0
70471,et.4,0
70472,adresser,0
70473,ainsus,0
70474,que,0
70475,tout,0
70476,courrier,0
70477,mme,0
70478,pirkko,0
70479,albrand,0
70480,secretariat,0
70481,la.3,0
70482,recherche.1,0
70483,de.10,0
70484,l.3,0
70485,ufr.2,0
70486,de.11,0
70487,lettr.1,0
70488,universite.2,0
70489,stendhal.2,0
70490,grenoble.2,0
70491,avenue.1,0
70492,centrale.1,0
70493,bp.1,0
70494,x.1,0
70495,f.4,0
70496,grenoble.3,0
70497,cedex.1,0
70498,france,0
70499,voir,0
70500,fich,0
70501,d.1,0
70502,inscription.1,0
70503,et.5,0
70504,de.12,0
70505,prereservation,0
70506,cijoint,0
70507,le,0
70508,suivus,0
70509,financier,0
70510,est,0
70511,assure,0
70512,par,0
70513,mme.1,0
70514,emilium,0
70515,rostae,0
70516,responsable.1,0
70517,du.2,0
70518,lidilem,0
70519,ufr.3,0
70520,de.13,0
70521,science.2,0
70522,du.3,0
70523,langage.2,0
70524,orientation,0
70525,generale,0
70526,du.4,0
70527,colloque.2,0
70528,et.6,0
70529,attendus,0
70530,lign,0
70531,directrice,0
70532,le.1,0
70533,du.5,0
70534,colloque.3,0
70535,est.1,0
70536,de.14,0
70537,confronter,0
70538,de.15,0
70539,specialist,0
70540,venus,0
70541,de.16,0
70542,different,0
70543,horizon,0
70544,sur.1,0
70545,la.4,0
70546,question,0
70547,du.6,0
70548,metalangage.3,0
70549,et.7,0
70550,de.17,0
70551,la.5,0
70552,terminologie.2,0
70553,linguistique.2,0
70554,apre,0
70555,la.6,0
70556,proliferation,0
70557,terminologique,0
70558,observee,0
70559,dan,0
70560,la.7,0
70561,seconde,0
70562,moitie,0
70563,du.7,0
70564,xxe,0
70565,siecle,0
70566,il,0
70567,nous,0
70568,semble,0
70569,que.1,0
70570,le.2,0
70571,linguist,0
70572,eprouvent,0
70573,le.3,0
70574,besoin,0
70575,d.2,0
70576,une,0
70577,reflexion,0
70578,sur.2,0
70579,le.4,0
70580,role,0
70581,de.18,0
70582,la.8,0
70583,terminologie.3,0
70584,dan.1,0
70585,l.4,0
70586,activite,0
70587,metalinguistique,0
70588,qu,0
70589,elle,0
70590,soit,0
70591,descriptive,0
70592,ou,0
70593,didactique,0
70594,le.5,0
70595,linguist.1,0
70596,occidentaux,0
70597,ont,0
70598,herite,0
70599,d.3,0
70600,une.1,0
70601,terminologie.4,0
70602,dont,0
70603,le.6,0
70604,origine,0
70605,sont,0
70606,lointaine,0
70607,mai,0
70608,quus,0
70609,manifeste,0
70610,une.2,0
70611,stabilite,0
70612,remarquable,0
70613,bien,0
70614,superieure,0
70615,en,0
70616,tout.1,0
70617,ca,0
70618,certaine,0
70619,creation,0
70620,plus,0
70621,recent,0
70622,cette,0
70623,terminologie.5,0
70624,est.2,0
70625,fondee,0
70626,sur.3,0
70627,une.3,0
70628,specialisation,0
70629,du.8,0
70630,langage.3,0
70631,naturel,0
70632,il.1,0
70633,agit,0
70634,de.19,0
70635,faire,0
70636,un,0
70637,bilan,0
70638,sur.4,0
70639,l.5,0
70640,histoire.1,0
70641,de.20,0
70642,cette.1,0
70643,specialisation.1,0
70644,en.1,0
70645,la.9,0
70646,comparant,0
70647,avec,0
70648,l.6,0
70649,evolution,0
70650,de.21,0
70651,terminology,0
70652,lie,0
70653,d.4,0
70654,autr,0
70655,langue,0
70656,de.22,0
70657,culture,0
70658,au,0
70659,delum,0
70660,de.23,0
70661,ce,0
70662,retour,0
70663,sur.5,0
70664,un.1,0
70665,passe,0
70666,lointain,0
70667,ou.1,0
70668,plus.1,0
70669,recent.1,0
70670,et.8,0
70671,de.24,0
70672,confrontation,0
70673,avec.1,0
70674,d.5,0
70675,autr.1,0
70676,tradition,0
70677,il.2,0
70678,conviendrait,0
70679,de.25,0
70680,s.1,0
70681,interroger,0
70682,sur.6,0
70683,la.10,0
70684,recherche.2,0
70685,d.6,0
70686,une.4,0
70687,adequation,0
70688,plus.2,0
70689,grande,0
70690,de.26,0
70691,l.7,0
70692,outil,0
70693,terminologique.1,0
70694,avec.2,0
70695,l.8,0
70696,activite.1,0
70697,metalinguistique.1,0
70698,d.7,0
70699,abord,0
70700,en.2,0
70701,ce.1,0
70702,quus.1,0
70703,concerne,0
70704,la.11,0
70705,langue.1,0
70706,maternelle,0
70707,quelle,0
70708,terminologie.6,0
70709,coherente,0
70710,pour,0
70711,une.5,0
70712,representation,0
70713,metalinguistique.2,0
70714,coherente.1,0
70715,mai.1,0
70716,dan.2,0
70717,une.6,0
70718,europe,0
70719,quus.2,0
70720,se,0
70721,construit,0
70722,sur.7,0
70723,le.7,0
70724,plan,0
70725,economique,0
70726,et.9,0
70727,politique,0
70728,il.3,0
70729,serait,0
70730,dommage,0
70731,de.27,0
70732,renoncer,0
70733,une.7,0
70734,harmonisation,0
70735,de.28,0
70736,la.12,0
70737,terminologie.7,0
70738,linguistique.3,0
70739,celle,0
70740,cus,0
70741,est.3,0
70742,pourtant,0
70743,loin,0
70744,d.8,0
70745,etre,0
70746,acquise,0
70747,l.9,0
70748,un.2,0
70749,de.29,0
70750,de.30,0
70751,ce.2,0
70752,colloque.4,0
70753,serum,0
70754,de.31,0
70755,faire.1,0
70756,un.3,0
70757,bilan.1,0
70758,de.32,0
70759,tentative,0
70760,effectue,0
70761,dan.3,0
70762,ce.3,0
70763,domaine.1,0
70764,axe,0
70765,principaux,0
70766,le.8,0
70767,fondement,0
70768,de.33,0
70769,la.13,0
70770,terminologie.8,0
70771,linguistique.4,0
70772,une.8,0
70773,terminologie.9,0
70774,estelle,0
70775,necessaire,0
70776,l.10,0
70777,activite.2,0
70778,metalinguistique.3,0
70779,peutelle,0
70780,doitelle,0
70781,etre.1,0
70782,universelle,0
70783,pourquous,0
70784,vehiculet,0
70785,de.34,0
70786,terminology.1,0
70787,quelle.1,0
70788,solution,0
70789,sont.1,0
70790,offert,0
70791,au.1,0
70792,terminologue,0
70793,concept,0
70794,et.10,0
70795,metaterm,0
70796,cruciaux,0
70797,histoire.2,0
70798,de.35,0
70799,la.14,0
70800,terminologie.10,0
70801,linguistique.5,0
70802,l.11,0
70803,heritage,0
70804,du.9,0
70805,long,0
70806,terme,0
70807,de.36,0
70808,la.15,0
70809,tradition.1,0
70810,occidentale,0
70811,et.11,0
70812,le.9,0
70813,creation.1,0
70814,terminologique.2,0
70815,du.10,0
70816,xxe.1,0
70817,siecle.1,0
70818,rapport,0
70819,avec.3,0
70820,l.12,0
70821,ecriture,0
70822,archeologie,0
70823,le.10,0
70824,tradition.2,0
70825,nonoccidentale,0
70826,langue.2,0
70827,internationale,0
70828,place,0
70829,de.37,0
70830,la.16,0
70831,terminologie.11,0
70832,dan.4,0
70833,l.13,0
70834,activite.3,0
